,Artist_Name,Track_Name,Popularity,danceability,energy,loudness,mode,speechiness,acousticness,liveness,valence,tempo,time_signature,Genre,duration_in_min
8838,Coldplay,Clocks,77.0,0.577,0.749,-7.215,0,0.0279,0.599,0.183,0.255,130.97,4.0,10.0,5.131333333333333
8839,Blane Howard,Promise to Love Her,57.0,0.54,0.513,-6.978,1,0.0331,0.713,0.149,0.51,78.862,3.0,4.0,3.2943
8840,DJ Khaled,"I DID IT (feat. Post Malone, Megan Thee Stallion, Lil Baby & DaBaby)",83.0,0.757,0.721,-2.906,0,0.0691,0.00196,0.647,0.364,124.036,4.0,5.0,2.7561
8841,Maria Brink,Meet Me In Fire [Feat. Andy Biersack],15.0,0.417,0.857,-5.95,1,0.0443,0.000398,0.248,0.183,140.914,4.0,10.0,4.913333333333333
8842,Grace McKagan,So Hyper,25.0,0.457,0.986,-4.49,1,0.0697,0.0196,0.128,0.558,139.173,4.0,10.0,2.9204
8843,James Jackson Jazz Trio,Long Ago (and Far Away),49.0,0.674,0.159,-16.441,1,0.0409,0.922,0.128,0.298,120.246,4.0,7.0,3.49515
8844,WARGASM (UK),Rage All Over,46.0,0.563,0.944,-7.634,1,0.0923,0.00112,0.293,0.35,106.483,4.0,6.0,3.5452333333333335
8845,Cohen@Mushon,Kosher Gufani,15.0,0.793,0.633,-4.258,0,0.171,0.00751,0.108,0.453,95.023,4.0,5.0,2.55155
8846,Blame My Youth,Go To Sleep,35.0,0.577,0.614,-6.944,1,0.0393,0.517,0.35,0.525,141.927,4.0,9.0,3.2860833333333335
8847,Elton John,Goodbye Yellow Brick Road - Remastered 2014,73.0,0.559,0.473,-7.712,1,0.0279,0.446,0.154,0.397,121.227,4.0,10.0,3.213783333333333
8848,Breaking Benjamin,Never Again,55.0,0.493,0.936,-4.525,1,0.0331,8.53e-06,0.358,0.683,93.501,4.0,10.0,3.7257833333333332
8849,Joe Turner,Too Much,41.0,0.632,0.601,-7.742,0,0.0354,0.448,0.125,0.24,117.01,4.0,1.0,3.941333333333333
8850,Alfa Mist,Organic Rust,48.0,0.708,0.331,-9.486,0,0.051,0.177,0.0645,0.443,89.97,4.0,5.0,4.6042
8851,The Smashing Pumpkins,1979 - Remastered 2012,75.0,0.767,0.787,-9.897,1,0.0331,0.0163,0.0513,0.964,126.879,4.0,10.0,4.4366666666666665
8852,Judas Priest,Living After Midnight,64.0,0.61,0.824,-6.046,1,0.0534,0.0136,0.0606,0.819,134.992,4.0,10.0,3.5022166666666665
8853,Jerry Lee Lewis,Drinkin' Wine Spo-Dee-O-Dee,32.0,0.54,0.696,-8.911,1,0.0347,0.749,0.116,0.781,94.055,4.0,10.0,2.562883333333333
8854,Brain Police,Rooster Booster,34.0,0.31,0.832,-5.139,1,0.0369,2.9e-05,0.411,0.416,153.284,4.0,10.0,4.4366666666666665
8855,The Strokes,Under Cover of Darkness,67.0,0.35,0.775,-3.364,1,0.054,0.00433,0.0676,0.588,199.866,4.0,10.0,3.9257833333333334
8856,Deaf Rat,Within the Dead Souls,28.0,0.527,0.971,-4.153,0,0.0486,2.74e-05,0.0866,0.325,123.993,4.0,8.0,4.109783333333334
8857,Las Almas Nuevas,Alla En El Mar,44.0,0.6,0.171,-14.263,1,0.0772,0.983,0.11,0.321,127.256,3.0,7.0,2.598833333
8858,Annie Taylor,Telephone,31.0,0.422,0.809,-6.389,0,0.0438,0.000118,0.149,0.728,174.92,4.0,10.0,2.8150166666666667
8859,The Brian Jonestown Massacre,Evergreen,37.0,0.339,0.706,-9.141,0,0.0342,3.31e-05,0.35,0.107,98.441,4.0,10.0,3.4133333333333336
8860,Sacramento,MAMA,8.0,0.609,0.634,-10.491,1,0.0372,0.203,0.121,0.688,127.509,4.0,6.0,4.086666666666667
8861,Leviathan,Fucking Your Ghost In Chains of Ice,36.0,0.0986,0.861,-6.351,1,0.0705,2.55e-06,0.672,0.137,158.397,4.0,8.0,5.67445
8862,Megan Thee Stallion,Savage Remix (feat. Beyoncé),76.0,0.822,0.743,-4.772,0,0.28,0.016,0.127,0.636,84.459,4.0,9.0,4.03335
8863,Surfer Blood,Parkland (Into the Silence),26.0,0.414,0.828,-6.395,1,0.0354,0.0411,0.107,0.894,175.883,4.0,6.0,3.76645
8864,Paris Texas,HEAVY METAL,54.0,0.736,0.482,-9.981,1,0.305,0.71,0.221,0.442,115.02,4.0,5.0,2.6608833333333335
8865,Jonathan Richman,I Was Dancing In The Lesbian Bar,54.0,0.829,0.388,-13.55,0,0.0421,0.675,0.271,0.896,116.5,4.0,1.0,3.7306666666666666
8866,Moby Grape,Mr. Blues,19.0,0.514,0.559,-8.852,0,0.126,0.568,0.115,0.756,102.037,4.0,2.0,1.9682166666666667
8867,King Gizzard & The Lizard Wizard,Automation,50.0,0.375,0.661,-7.113,0,0.0362,2.29e-05,0.23,0.512,91.611,4.0,10.0,3.4967333333333332
8868,INXS,Never Tear Us Apart,52.0,0.661,0.613,-7.56,1,0.0273,0.00298,0.176,0.19,96.609,3.0,10.0,3.07645
8869,Tunng,Bodies,23.0,0.708,0.411,-11.264,1,0.0493,0.45,0.134,0.337,103.025,4.0,1.0,4.454
8870,The Goodnight Darlings,Heavy,26.0,0.587,0.947,-3.578,1,0.108,0.09,0.209,0.528,116.072,4.0,1.0,3.268
8871,Keller Williams,West L.A. Fade Away,41.0,0.587,0.762,-6.946,1,0.0356,0.393,0.789,0.743,91.936,4.0,10.0,6.323783333333333
8872,Lethal Bizzle,Pow (Forward),43.0,0.535,0.771,-8.135,1,0.393,0.00389,0.37,0.487,137.766,4.0,5.0,3.025333333333333
8873,Priya Ragu,Good Love 2.0 - Little Dragon Remix,42.0,0.833,0.397,-7.373,0,0.213,0.356,0.0889,0.491,118.028,4.0,6.0,3.389666666666667
8874,Josh Teskey,Hungry Heart,40.0,0.702,0.206,-10.468,1,0.0394,0.835,0.0932,0.54,122.839,4.0,2.0,3.3550333333333335
8875,Tad,Leafy Incline,44.0,0.24,0.863,-8.046,0,0.0402,1.58e-05,0.0944,0.331,75.591,4.0,10.0,3.5088833333333334
8876,King Combs,Holdin Me Down,59.0,0.671,0.622,-5.709,0,0.348,0.236,0.0928,0.417,155.599,4.0,5.0,4.197316666666667
8877,Yes,Roundabout - 2003 Remaster,65.0,0.41,0.761,-9.453,0,0.0687,0.0685,0.0758,0.392,132.923,4.0,10.0,8.50955
8878,Led Zeppelin,Immigrant Song - Remaster,77.0,0.564,0.932,-10.068,1,0.0554,0.013,0.349,0.619,112.937,4.0,10.0,2.4375
8879,Karsh Kale,Milan,34.0,0.603,0.864,-11.832,1,0.0524,0.427,0.329,0.49,165.033,4.0,6.0,8.905116666666666
8880,Paradise Lost,Hallowed Land,34.0,0.506,0.947,-6.697,0,0.0454,0.000177,0.139,0.399,107.71,4.0,8.0,5.042666666666666
8882,Josh A,PAINLESS,62.0,0.753,0.632,-8.054,1,0.0423,0.122,0.198,0.718,91.047,4.0,5.0,2.4626333333333332
8883,Ghostface600,Paper Planes,51.0,0.812,0.545,-7.97,0,0.0568,0.437,0.107,0.456,137.048,4.0,5.0,2.322583333333333
8884,Jacob Banks,Devil That I Know,58.0,0.509,0.067,-14.041,1,0.0636,0.976,0.113,0.0773,83.414,5.0,6.0,2.8467166666666666
8885,Landis,All My Friends,43.0,0.591,0.764,-2.131,1,0.0557,0.0899,0.254,0.327,127.928,4.0,10.0,2.6875
8886,Martin Garrix,Mistaken (feat. Alex Aris),56.0,0.424,0.694,-4.912,0,0.0386,0.0573,0.133,0.0801,128.034,4.0,9.0,4.7080166666666665
8887,Toosii,be cautious,57.0,0.647,0.538,-9.572,0,0.161,0.227,0.297,0.161,159.996,4.0,5.0,3.0023666666666666
8888,Unknown Mortal Orchestra,American Guilt,41.0,0.281,0.918,-3.845,1,0.32,0.166,0.323,0.36,99.455,4.0,1.0,4.5522833333333335
8889,Kat Von D,Exorcism,42.0,0.464,0.943,-4.777,0,0.0338,0.00247,0.191,0.36,145.004,4.0,10.0,3.650933333333333
8890,DijahSB,New Harrison,46.0,0.697,0.484,-7.398,1,0.4,0.82,0.102,0.32,82.629,4.0,1.0,3.84185
8891,Cupidon,"Wake Up, Get Down",56.0,0.747,0.453,-10.563,0,0.429,0.372,0.125,0.374,108.911,4.0,1.0,4.330283333333333
8892,Editors,Magazine,44.0,0.52,0.795,-6.681,0,0.0408,0.000396,0.0941,0.371,127.885,4.0,10.0,3.930833333333333
8893,Lata Mangeshkar,Tu Mere Saath Rahega Munne,4.0,0.323,0.297,-12.731,1,0.0282,0.607,0.119,0.281,78.838,3.0,3.0,6.531783333
8894,The Monkees,I'm a Believer - 2006 Remaster,73.0,0.526,0.775,-6.05,1,0.0352,0.707,0.217,0.962,80.106,4.0,10.0,2.78955
8895,Frances Lion,Self Control,18.0,0.623,0.665,-5.387,0,0.0519,0.000493,0.0676,0.533,121.96,4.0,10.0,3.2933333333333334
8896,YFN Lucci,Both of Us (feat. Rick Ross & Layton Greene),59.0,0.529,0.691,-5.7,0,0.227,0.0221,0.134,0.417,80.344,4.0,5.0,3.6999
8897,Miguel Poveda,Coplas Del Querer,40.0,0.508,0.287,-8.898,0,0.0481,0.834,0.0963,0.324,96.139,3.0,9.0,5.5411166666666665
8898,Kings of Convenience,Rocky Trail,65.0,0.549,0.418,-13.172,1,0.0423,0.788,0.112,0.692,171.98,4.0,6.0,3.506283333333333
8899,The West Coast Pop Art Experimental Band,Shifting Sands,50.0,0.226,0.585,-9.965,1,0.0343,0.128,0.112,0.655,180.495,3.0,10.0,3.91
8900,POORSTACY,Public Enemy,56.0,0.52,0.967,-3.837,0,0.489,0.00248,0.328,0.477,179.924,4.0,1.0,2.4916666666666667
8901,Backstreet Boys,Love Will Keep You Up All Night,31.0,0.382,0.693,-3.827,1,0.0306,0.261,0.116,0.205,150.058,4.0,9.0,4.247116667
8902,Abbath,Harvest Pyre,36.0,0.287,0.962,-4.235,1,0.0605,3.7e-06,0.34,0.255,173.094,4.0,8.0,4.201116666666667
8903,Highly Suspect,Little One,47.0,0.474,0.363,-7.489,1,0.0295,0.0126,0.109,0.11,139.889,3.0,10.0,4.027783333333334
8904,Flyying Colours,Long Holiday,20.0,0.469,0.867,-5.311,1,0.0322,2.49e-06,0.451,0.211,125.436,4.0,6.0,3.104216666666667
8905,Devilskin,Corrode,35.0,0.63,0.845,-4.969,1,0.0589,0.000103,0.513,0.73,129.965,4.0,8.0,4.24485
8907,"Kane Brown, Lauren Alaina",What Ifs (feat. Lauren Alaina),73.0,0.612,0.799,-4.603,1,0.0275,0.00898,0.172,0.687,125.976,4.0,4.0,3.13755
8908,Pale Waves,Fall to Pieces,50.0,0.712,0.7,-3.272,1,0.0318,0.16,0.0586,0.723,99.996,4.0,6.0,2.798216666666667
8909,Tony Levin,Apollo,24.0,0.229,0.621,-9.231,1,0.0302,0.0238,0.106,0.165,167.598,3.0,10.0,6.831783333333333
8910,Foreigner,Waiting for a Girl like You,71.0,0.33,0.469,-9.286,0,0.0335,0.31,0.0402,0.433,201.327,4.0,10.0,4.867783333333334
8911,Havok,Phantom Force,34.0,0.308,0.984,-5.367,1,0.122,1.58e-05,0.255,0.158,113.723,4.0,8.0,2.9966
8912,Sly & The Family Stone,"Medley: Higher/Music Lover - Live at The Woodstock Music & Art Fair, August 17, 1969",28.0,0.453,0.819,-10.938,1,0.169,0.00336,0.891,0.45,139.127,4.0,10.0,7.84445
8913,Andy Miller Group,Can't Help Lovin' Dat Man,50.0,0.424,0.196,-20.783,1,0.0703,0.975,0.114,0.272,186.07,3.0,7.0,3.277383333
8914,Vintage Trouble,Not Alright by Me (We Can't Wait),24.0,0.626,0.631,-5.625,1,0.042,0.345,0.0709,0.804,163.989,4.0,10.0,3.161583333333333
8915,The Lemonheads,Into Your Arms,56.0,0.504,0.782,-9.27,1,0.0301,0.0661,0.115,0.619,123.883,4.0,10.0,2.7451
8916,Leprous,From the Flame,49.0,0.538,0.743,-5.928,0,0.0515,0.0343,0.103,0.316,127.809,4.0,8.0,3.855783333333333
8917,Hollow Front,Falling Apart,48.0,0.534,0.979,-3.645,0,0.0987,0.00292,0.256,0.236,119.993,4.0,8.0,4.066666666666666
8918,Magic Sam,Keep On Lovin' Me Baby,7.0,0.436,0.679,-8.549,1,0.101,0.49,0.0506,0.809,189.129,4.0,2.0,3.3920166666666667
8919,Pote Baby,Yamacraw Yetti,49.0,0.868,0.525,-7.39,0,0.271,0.0536,0.233,0.201,154.874,4.0,5.0,2.1931666666666665
8920,The Cringe,I Can't Take It No More,16.0,0.578,0.755,-4.642,1,0.0319,0.006,0.0475,0.606,130.037,4.0,10.0,4.208833333333334
8921,Félix Rabin,Angels,24.0,0.423,0.53,-7.647,0,0.0823,0.0589,0.0737,0.665,116.179,4.0,2.0,3.43925
8922,Willie J Healey,Why You Gotta Do It,38.0,0.64,0.845,-5.16,0,0.0428,0.555,0.105,0.32,112.136,4.0,6.0,3.6468833333333333
8923,Black Grape,Kelly's Heroes,44.0,0.633,0.939,-5.158,1,0.0642,0.000642,0.0804,0.838,119.669,4.0,6.0,4.373333333333333
8924,Zoe Clark,Last One Standing,49.0,0.927,0.609,-6.298,1,0.121,0.317,0.111,0.932,128.089,4.0,9.0,2.2853333333333334
8925,Billy Vena,Shaggy Dynamite,31.0,0.654,0.616,-4.869,0,0.133,0.0322,0.139,0.691,91.857,4.0,9.0,2.6525
8926,Celtic Frost,A Dying God Coming into Human Flesh,46.0,0.153,0.329,-5.575,0,0.0362,0.0125,0.0604,0.0793,102.001,3.0,8.0,5.653116666666667
8927,Isaac Dunbar,intimate moments,51.0,0.514,0.648,-6.17,1,0.0411,0.0148,0.119,0.452,129.895,4.0,9.0,3.50845
8928,Big Spring,Keep The Lights On Me,38.0,0.445,0.886,-6.592,1,0.0647,0.00158,0.0424,0.382,81.37,4.0,1.0,3.7877
8929,Henry's Funeral Shoe,Be Your Own Invention,33.0,0.315,0.794,-6.271,1,0.0905,0.0295,0.196,0.341,130.145,4.0,2.0,5.30765
8930,Pale Waves,Fall to Pieces,50.0,0.712,0.7,-3.272,1,0.0318,0.16,0.0586,0.723,99.996,4.0,9.0,2.798216666666667
8931,Conway Twitty,You've Never Been This Far Before - Re-Recorded In Stereo,43.0,0.705,0.397,-11.775,1,0.0343,0.679,0.106,0.684,133.355,4.0,4.0,3.166666667
8932,CLOVES,Nightmare,2.0,0.453,0.734,-6.16,0,0.0357,0.0755,0.349,0.299,141.894,4.0,9.0,3.34355
8933,JID,Bruuuh (with Denzel Curry) - Remix,69.0,0.813,0.621,-9.273,1,0.209,0.0144,0.0793,0.377,112.101,4.0,5.0,3.4407666666666668
8934,Architects,Little Wonder,62.0,0.533,0.967,-3.762,0,0.102,0.000232,0.109,0.477,130.052,4.0,10.0,3.796883333333333
8935,Diamond Head,Am I Evil,43.0,0.242,0.973,-4.739,1,0.148,2.57e-05,0.121,0.369,148.095,4.0,8.0,8.419116666666667
8936,Shannon Lay,August,43.0,0.32,0.456,-9.412,0,0.0337,0.637,0.116,0.338,118.779,4.0,1.0,2.8
8937,Fruition,Fire,43.0,0.472,0.813,-5.919,0,0.0399,0.12,0.382,0.684,134.922,4.0,10.0,3.6014166666666667
8938,Migrant Motel,Bad Machine,28.0,0.666,0.757,-7.617,0,0.132,0.0237,0.336,0.554,90.007,4.0,9.0,3.4777833333333334
8939,Vitamin String Quartet,New World,44.0,0.15,0.211,-12.814,0,0.0369,0.792,0.169,0.141,82.68,4.0,1.0,3.756666666666667
8940,Kings of Leon,Echoing,58.0,0.293,0.778,-5.581,1,0.034,0.0147,0.102,0.24,147.882,4.0,1.0,3.62245
8941,Backstreet Boys,Bigger,46.0,0.529,0.748,-6.108,1,0.0265,0.0226,0.265,0.298,105.49,4.0,9.0,3.266
8942,Intelligency,Leta,46.0,0.659,0.518,-11.073,1,0.0263,0.033,0.318,0.135,123.005,4.0,6.0,3.9674833333333335
8943,PWNT,Shortcuts,34.0,0.736,0.475,-10.879,1,0.0255,0.00292,0.129,0.742,101.0,4.0,6.0,2.56755
8944,Lil Tjay,Born 2 Be Great,70.0,0.593,0.512,-7.837,0,0.0737,0.58,0.0996,0.192,95.733,4.0,5.0,2.8333333333333335
8945,Chris James,Hey It's Me,50.0,0.907,0.567,-7.164,1,0.0636,0.232,0.198,0.831,130.002,4.0,9.0,2.5
8946,MARINA,Bubblegum Bitch,79.0,0.495,0.856,-5.123,0,0.0311,0.000219,0.103,0.609,158.024,4.0,9.0,2.577783333
8947,"Arijit Singh, Pritam","Luteron Ka Lutera Version - Kalank Title (From ""Kalank"")",47.0,0.613,0.237,-13.978,1,0.0351,0.89,0.112,0.483,117.972,4.0,3.0,2.5378
8948,Moose Blood,Cherry,54.0,0.372,0.247,-12.633,1,0.0336,0.896,0.082,0.241,181.763,4.0,10.0,2.66185
8950,Tomer Yeshayahu,Good Morning,37.0,0.636,0.568,-8.232,1,0.0401,0.655,0.346,0.884,118.444,4.0,10.0,4.1265833333333335
8951,slowthai,feel away (feat. James Blake & Mount Kimbie),62.0,0.404,0.532,-8.989,1,0.0409,0.683,0.164,0.339,159.864,4.0,6.0,3.348883333333333
8952,Olivia Rodrigo,good 4 u,91.0,0.556,0.661,-5.052,0,0.204,0.3,0.101,0.668,168.56,4.0,10.0,2.969133333333333
8953,The Brian Jonestown Massacre,Bout des doigts,44.0,0.508,0.902,-6.886,0,0.03,0.00131,0.111,0.557,103.71,4.0,6.0,7.105533333333334
8954,Cathedral,Gong,21.0,0.305,0.501,-10.179,0,0.0337,0.0984,0.138,0.349,90.574,5.0,10.0,7.036883333333333
8955,Taylor Manns,Always On My Mind,54.0,0.567,0.173,-11.964,1,0.0352,0.885,0.111,0.196,117.94,4.0,9.0,3.2296666666666667
8956,Byther Smith,Givin' Up On Love,34.0,0.456,0.389,-11.568,1,0.0339,0.239,0.356,0.399,179.074,3.0,2.0,5.798
8957,Jeremy Pelt,Little Girl Blue,48.0,0.297,0.0805,-18.726,1,0.0355,0.963,0.0898,0.158,80.346,3.0,7.0,7.295333333
8958,The Beaches,Let's Go,49.0,0.542,0.923,-5.005,0,0.0975,0.011,0.0707,0.724,172.977,4.0,1.0,2.3793333333333333
8959,The Specials,Ghost Town,61.0,0.665,0.766,-9.454,0,0.0505,0.0492,0.113,0.905,73.683,4.0,6.0,3.655116666666667
8960,Fleetwood Mac,The Chain,7.0,0.546,0.529,-13.6,1,0.0436,0.0629,0.0383,0.574,151.727,4.0,10.0,4.51666667
8961,Suede,Trash,52.0,0.422,0.99,-4.007,1,0.1,0.0033,0.345,0.174,124.6,4.0,6.0,4.099116666666666
8962,Mitch James,Be Somebody,53.0,0.373,0.703,-5.463,0,0.179,0.037,0.107,0.225,162.076,4.0,9.0,3.073
8963,Spurv,Et blekt lys lyder,33.0,0.382,0.641,-9.166,0,0.0335,0.114,0.139,0.226,137.985,4.0,8.0,5.476883333333333
8964,Divine Chaos,The Way to Oblivion,13.0,0.548,0.982,-4.835,1,0.0879,0.000224,0.218,0.229,93.48,4.0,8.0,4.164666666666666
8965,Halestorm,I Am the Fire,56.0,0.384,0.955,-2.884,0,0.266,0.0535,0.0958,0.199,171.888,4.0,10.0,3.61955
8966,LoveLeo,BUZZCUT (feat. blackwinterwells),46.0,0.824,0.485,-10.345,0,0.0964,0.145,0.0798,0.773,118.874,4.0,1.0,2.16195
8967,Wings,Band On The Run - Remastered 2010,72.0,0.479,0.601,-8.806,1,0.0318,0.0832,0.11,0.669,124.966,4.0,10.0,5.217116666666667
8968,Olivia Rodrigo,brutal,83.0,0.669,0.543,-6.399,1,0.061,0.0305,0.288,0.269,123.977,4.0,10.0,2.395783333333333
8969,Seth,La Morsure du Christ,24.0,0.145,0.977,-5.079,0,0.107,1.12e-05,0.0766,0.092,144.857,4.0,8.0,5.8693333333333335
8970,Franz Ferdinand,Do You Want To,62.0,0.412,0.944,-2.896,1,0.0448,0.0724,0.801,0.79,123.091,4.0,10.0,3.5833333333333335
8971,Modest Mouse,Dashboard,64.0,0.639,0.903,-5.013,0,0.0371,0.00963,0.174,0.96,135.938,4.0,6.0,4.102883333333334
8972,World's First Cinema,Red Run Cold,58.0,0.478,0.548,-7.399,0,0.126,0.203,0.246,0.412,147.757,4.0,10.0,3.7297333333333333
8973,Nirvana,Negative Creep,57.0,0.37,0.947,-7.213,1,0.0901,7.97e-06,0.0762,0.418,81.744,4.0,10.0,2.9290833333333333
8974,Issam Alnajjar,Turning Me Up (Hadal Ahbek),74.0,0.744,0.816,-3.933,1,0.0372,0.144,0.0902,0.748,120.062,4.0,9.0,2.4
8975,Blind Seagull,Connections,35.0,0.301,0.578,-4.601,1,0.0421,3.56e-06,0.225,0.0978,174.897,4.0,6.0,2.684083333333333
8976,Angelo De Augustine,Santa Barbara,56.0,0.597,0.157,-17.199,0,0.0451,0.962,0.107,0.498,81.009,4.0,6.0,3.2337833333333332
8977,Tepr,Minuit Jacuzzi - Data Remix,27.0,0.566,0.873,-5.926,0,0.178,0.000371,0.079,0.527,121.946,4.0,6.0,4.3966666666666665
8978,Wizard,I Bring Light Into the Dark,30.0,0.492,0.884,-11.061,0,0.0909,0.000653,0.317,0.149,135.073,4.0,8.0,4.95275
8979,Nick Moss Band,Lucky Guy,32.0,0.486,0.945,-2.673,1,0.0356,0.245,0.373,0.957,131.645,4.0,2.0,4.548883333333333
8980,Dawda Jobarteh,I Met Her By The River,35.0,0.68,0.319,-12.18,0,0.0489,0.987,0.0878,0.473,135.04,3.0,7.0,4.437116667
8981,Young Stoner Life,Ski,82.0,0.953,0.621,-7.638,0,0.221,0.017,0.0398,0.883,123.016,4.0,9.0,2.538883333333333
8982,Laaz Rockit,Fire in the Hole,33.0,0.154,0.923,-6.55,0,0.0867,2.93e-06,0.431,0.163,151.523,4.0,8.0,3.8453333333333335
8983,Now is the Time,Jade Bird,53.0,0.532,0.844,-6.445,1,0.0398,0.00757,0.173,0.661,109.966,4.0,0.0,3.59155
8984,White Rabbits,Percussion Gun,41.0,0.529,0.88,-6.758,0,0.0473,0.152,0.603,0.603,103.231,4.0,6.0,3.13845
8985,Rendez Vous,Sentimental Animal,39.0,0.467,0.769,-5.059,1,0.0393,3.93e-05,0.32,0.607,155.957,4.0,1.0,4.58985
8986,Periphery,Garden in the Bones,41.0,0.517,0.971,-5.189,1,0.0778,0.0057,0.325,0.363,135.004,4.0,8.0,5.941783333333333
8988,American Authors,Brick By Brick,50.0,0.542,0.869,-4.047,0,0.086,0.00182,0.488,0.61,81.966,4.0,10.0,3.4208
8989,Skindred,Ratrace,44.0,0.645,0.979,-2.322,1,0.105,0.016,0.371,0.798,106.963,4.0,8.0,3.35445
8990,Smoothboi Ezra,My Own Person,48.0,0.6,0.548,-6.977,1,0.0328,0.784,0.116,0.263,89.98,4.0,9.0,4.41455
8991,Freddie King,Hideaway,36.0,0.658,0.71,-11.493,1,0.065,0.118,0.0582,0.899,122.666,4.0,2.0,2.5377833333333335
8992,The Palms,Levitate,54.0,0.606,0.781,-5.846,1,0.0703,0.142,0.0734,0.632,170.007,4.0,1.0,3.8456333333333332
8993,KONGOS,Take It From Me,53.0,0.555,0.74,-7.016,0,0.175,0.0555,0.306,0.761,172.915,4.0,10.0,3.1795166666666668
8994,Katori Walker,Melanated,26.0,0.529,0.593,-8.393,1,0.474,0.0598,0.135,0.196,65.065,4.0,5.0,3.2135
8995,Vulfpeck,Back Pocket (Live at Madison Square Garden),39.0,0.486,0.935,-3.832,0,0.15,0.358,0.939,0.589,94.567,4.0,10.0,5.21945
8996,The Struts,Mary Go Round,47.0,0.346,0.829,-5.123,1,0.0373,0.00104,0.0539,0.505,161.954,4.0,10.0,3.3202166666666666
8997,"Lata Mangeshkar, S. P. Balasubrahmanyam",Aaja Shaam Hone Aaee,26.0,0.53,0.562,-9.393,0,0.0422,0.749,0.216,0.767,90.887,4.0,3.0,5.252883333
8998,Sister,Psycho Thrilling,36.0,0.593,0.979,-4.115,0,0.102,2.43e-05,0.0887,0.387,135.03,4.0,10.0,3.7037833333333334
8999,Andromida,Celestial,41.0,0.526,0.989,-4.121,0,0.119,8.35e-05,0.139,0.12,149.998,4.0,8.0,4.293333333333333
9000,The Foxies,Screws,38.0,0.576,0.829,-4.323,0,0.0593,0.00265,0.304,0.652,167.99,4.0,6.0,2.7553833333333335
9001,Celeb Car Crash,Howl,26.0,0.366,0.941,-4.263,1,0.0714,0.000813,0.114,0.183,82.994,4.0,10.0,4.619783333333333
9002,Cheikh Lô,Jamm,36.0,0.779,0.667,-11.031,0,0.0555,0.614,0.0905,0.9,159.943,3.0,2.0,4.804883333333334
9003,Black Thought,Welcome To America (feat. C.S. Armstrong & Angela Hunte),42.0,0.507,0.852,-5.42,1,0.351,0.00587,0.354,0.51,168.166,4.0,5.0,3.66715
9004,Kadialy Kouyate,Taling Dima,24.0,0.629,0.284,-11.694,0,0.0473,0.913,0.106,0.306,120.271,4.0,7.0,3.896466667
9005,Frazey Ford,The Kids Are Having None Of It,25.0,0.789,0.377,-9.369,0,0.043,0.326,0.165,0.698,138.004,4.0,2.0,4.79955
9006,Destroy Boys,Fences,55.0,0.377,0.991,-1.205,0,0.0932,0.00081,0.298,0.258,122.147,4.0,1.0,3.9673333333333334
9007,Kavita Krishnamurthy,Saanson Ki Mala,31.0,0.517,0.643,-10.679,0,0.0627,0.395,0.141,0.782,143.786,3.0,3.0,6.79155
9008,Mr. Big,To Be With You - 2010 Remastered Version,73.0,0.688,0.375,-9.601,1,0.0535,0.286,0.133,0.45,83.635,4.0,10.0,3.508
9009,Cut Glass Kings,Shadow of Your Love,40.0,0.502,0.883,-5.205,1,0.0284,0.000136,0.154,0.129,129.993,4.0,10.0,2.59805
9010,"Crosby, Stills & Nash",Guinnevere - 2005 Remaster,42.0,0.467,0.0936,-19.998,0,0.0371,0.817,0.113,0.178,113.699,4.0,10.0,4.630216666666667
9011,bel canto,"Shimmering, Warm & Bright",28.0,0.686,0.622,-10.536,0,0.027,0.285,0.275,0.679,107.076,4.0,6.0,3.2993333333333332
9012,Everyone You Know,Just for the Times,53.0,0.616,0.824,-3.646,0,0.128,0.00658,0.3,0.206,125.024,4.0,6.0,3.4201333333333332
9013,Backstreet Boys,Breathe,41.0,0.442,0.363,-5.739,1,0.0271,0.566,0.109,0.325,84.88,4.0,9.0,3.108216667
9014,Takatak,Fault Lines,26.0,0.487,0.953,-5.394,1,0.104,0.000203,0.503,0.249,140.001,4.0,8.0,5.880216666666667
9015,diveliner,basketball,41.0,0.388,0.449,-9.114,1,0.236,0.668,0.214,0.262,180.181,4.0,1.0,2.35555
9016,The Fall of Troy,Knife Fight at the Mormon Church,32.0,0.485,0.97,-7.014,0,0.0609,4.07e-06,0.28,0.572,101.99,4.0,6.0,4.244633333333334
9017,Parquet Courts,Black And White,37.0,0.318,0.975,-4.21,1,0.0926,0.00562,0.345,0.668,174.206,4.0,10.0,3.0497833333333335
9018,Allman Brothers Band,Back Where It All Begins,43.0,0.377,0.891,-6.807,1,0.0631,0.038,0.345,0.639,103.243,4.0,10.0,9.174666666666667
9019,Astrale,The Way I See,28.0,0.767,0.51,-5.737,1,0.152,0.0762,0.153,0.525,120.022,4.0,9.0,3.0180666666666665
9020,The Beverly Chills,Girlfriend,23.0,0.381,0.886,-4.174,1,0.0719,2.58e-05,0.056,0.429,144.99,4.0,10.0,2.630333333333333
9021,James Blake,Before,54.0,0.699,0.464,-8.933,0,0.0744,0.39,0.315,0.283,110.986,4.0,6.0,4.79785
9022,The Living Tombstone,Discord,76.0,0.676,0.835,-4.382,0,0.044,0.00682,0.081,0.8,104.987,4.0,9.0,3.2296
9023,iRO,Change Your Mind,36.0,0.531,0.772,-4.126,1,0.0446,0.0541,0.0827,0.842,175.022,4.0,9.0,3.00455
